bin_info	binsize	mean_coverage	normalized_coverage	baseline_mean	baseline_std	baseline_mad
chr16:68862072-68862212:NM_004360	141	299.8646	1.0408	1.0408	0.0619	0.0460
chr16:68863552-68863705:NM_004360	154	268.6876	0.9626	0.9626	0.0489	0.0354
chr16:68867188-68867407:NM_004360	220	308.4154	1.1757	1.1757	0.0869	0.0691
chr16:69745145-69745145:rs1800566	1	235.5741	0.8849	0.8849	0.0939	0.0843
chr16:87889203-87889203:rs4240803	1	379.3793	1.2170	1.2170	0.0536	0.0290
chr17:7572922-7573013:NM_000546	92	213.5553	0.8244	0.8244	0.1218	0.0957
chr17:7573922-7574038:NM_000546	117	320.1228	1.3393	1.3393	0.1551	0.1210
chr17:7576848-7576931:NM_000546	84	317.0645	1.2931	1.2931	0.0828	0.0779
chr17:7577014-7577160:NM_000546	147	388.5753	1.5513	1.5513	0.1313	0.0980
chr17:7577494-7577613:NM_000546	120	199.7323	0.7813	0.7813	0.1035	0.0799
chr17:7578172-7578294:NM_000546	123	227.8364	0.8791	0.8791	0.1393	0.1085
chr17:7578366-7578559:NM_000546	194	225.0751	0.8889	0.8889	0.0622	0.0470
chr17:7579307-7579595:NM_000546,rs1042522	289	203.2781	0.7870	0.7870	0.1244	0.0916
chr17:7579695-7579726:NM_000546	32	148.2266	0.5739	0.5739	0.1228	0.1047
chr17:7579834-7579917:NM_000546	84	338.7898	1.1722	1.1722	0.0612	0.0424
chr17:29559063-29559087:chr17:29559063-29559087	25	17.1210	0.0929	0.0929	0.0368	0.0308
chr17:37856487-37856569:NM_004448	83	238.8703	0.8628	0.8628	0.0829	0.0583
chr17:37863238-37863399:NM_004448	162	317.5240	1.3285	1.3285	0.1894	0.1467
chr17:37864569-37864792:NM_004448	224	323.2266	1.1653	1.1653	0.0622	0.0505
chr17:37865566-37865710:NM_004448	145	265.1337	0.9982	0.9982	0.0791	0.0623
chr17:37866061-37866139:NM_004448	79	246.1530	0.9208	0.9208	0.0579	0.0421
chr17:37866334-37866459:NM_004448	126	326.0545	1.3578	1.3578	0.2221	0.2027
chr17:37866588-37866739:NM_004448	152	264.8365	1.0085	1.0085	0.0555	0.0455
chr17:37868176-37868305:NM_004448	130	276.7544	0.9574	0.9574	0.0474	0.0374
chr17:37868570-37868706:NM_004448	137	213.1768	0.7509	0.7509	0.0302	0.0201
chr17:37871534-37871617:NM_004448	84	341.1865	1.2938	1.2938	0.1070	0.0927
chr17:37871694-37871794:NM_004448	101	339.8042	1.2578	1.2578	0.0817	0.0571
chr17:37871988-37872197:NM_004448	210	323.8111	1.3543	1.3543	0.1654	0.1324
chr17:37872549-37872691:NM_004448	143	271.4365	0.9812	0.9812	0.0503	0.0331
chr17:37872763-37872863:NM_004448	101	233.8402	0.8905	0.8905	0.0422	0.0307
chr17:37873568-37873738:NM_004448	171	168.6071	0.6428	0.6428	0.0579	0.0436
chr17:37876035-37876092:NM_004448	58	149.3034	0.5904	0.5904	0.0830	0.0593
chr17:37879567-37879715:NM_004448	149	276.5314	0.9265	0.9265	0.0444	0.0339
chr17:37879786-37879918:NM_004448	133	221.5749	0.8343	0.8343	0.0862	0.0645
chr17:37880160-37880268:NM_004448	109	214.4457	0.8196	0.8196	0.0843	0.0736
chr17:37880974-37881169:NM_004448	196	213.5229	0.8047	0.8047	0.0663	0.0528
chr17:37881297-37881462:NM_004448	166	326.3554	1.0846	1.0846	0.0305	0.0237
chr17:37881575-37881660:NM_004448	86	100.0143	0.3878	0.3878	0.0913	0.0729
chr17:37881955-37882111:NM_004448	157	361.0244	1.1640	1.1640	0.0477	0.0340
chr17:37882810-37882917:NM_004448	108	202.6837	0.7751	0.7751	0.0728	0.0614
chr17:37883063-37883261:NM_004448	199	338.8334	1.1775	1.1775	0.0522	0.0394
chr17:37883543-37883805:NM_004448	263	173.1158	0.6679	0.6679	0.0716	0.0558
chr17:37883937-37884302:NM_004448	366	218.4515	0.8323	0.8323	0.0683	0.0592
chr17:41197690-41197824:NM_007294	135	282.9946	1.0700	1.0700	0.0801	0.0571
chr17:41199655-41199725:NM_007294	71	298.9512	1.1935	1.1935	0.0515	0.0395
chr17:41201133-41201216:NM_007294	84	145.9162	0.6430	0.6430	0.0686	0.0526
chr17:41203075-41203139:NM_007294	65	329.1092	1.1824	1.1824	0.0604	0.0485
chr17:41209064-41209157:NM_007294	94	199.2932	0.7800	0.7800	0.0931	0.0713
chr17:41215345-41215395:NM_007294	51	143.0900	0.5078	0.5078	0.1523	0.0961
chr17:41215886-41215973:NM_007294	88	329.9713	1.2338	1.2338	0.0737	0.0634
chr17:41219620-41219717:NM_007294	98	280.4747	1.0806	1.0806	0.0864	0.0561
chr17:41222940-41223260:NM_007294	321	341.3114	1.4238	1.4238	0.1031	0.0805
chr17:41226343-41226543:NM_007294	201	202.5956	0.8346	0.8346	0.0589	0.0469
chr17:41228500-41228636:NM_007294	137	218.7674	0.8087	0.8087	0.0846	0.0595
chr17:41234416-41234597:NM_007294	182	247.3524	0.9695	0.9695	0.0779	0.0696
chr17:41242956-41243054:NM_007294	99	144.7144	0.5699	0.5699	0.0845	0.0614
chr17:41243447-41246882:NM_007294	3436	349.8742	1.1194	1.1194	0.0197	0.0156
chr17:41247858-41247944:NM_007294	87	81.9165	0.4156	0.4156	0.0670	0.0519
chr17:41249256-41249311:NM_007294	56	320.9250	1.1373	1.1373	0.0493	0.0365
chr17:41251787-41251902:NM_007294	116	252.0229	0.9710	0.9710	0.0450	0.0402
chr17:41256134-41256283:NM_007294	150	285.2633	1.0605	1.0605	0.0783	0.0593
chr17:41256880-41256978:NM_007294	99	126.9111	0.4544	0.4544	0.1308	0.0859
chr17:41258468-41258555:NM_007294	88	231.2873	0.8649	0.8649	0.1581	0.1239
chr17:41267738-41267801:NM_007294	64	185.4960	0.7577	0.7577	0.1085	0.0764
chr17:41276029-41276118:NM_007294	90	293.1212	1.1788	1.1788	0.0697	0.0523
chr18:673444-673452:rs11280056	9	136.3961	0.5568	0.5568	0.0627	0.0358
chr18:45395847-45395863:chr18:45395847-45395863	17	52.7835	0.2397	0.2397	0.0891	0.0563
chr18:48573412-48573670:NM_005359	259	293.7917	1.1441	1.1441	0.0816	0.0594
chr18:48575051-48575235:NM_005359	185	275.5214	1.1299	1.1299	0.1014	0.0666
chr18:48575660-48575699:NM_005359	40	347.8123	1.4497	1.4497	0.2462	0.2069
chr18:48581146-48581368:NM_005359	223	306.1266	1.2369	1.2369	0.1240	0.0997
chr18:48584490-48584619:NM_005359	130	184.0069	0.7637	0.7637	0.0660	0.0616
chr18:48584705-48584831:NM_005359	127	185.3273	0.7695	0.7695	0.0926	0.0788
chr18:48584857-48584871:chr18:48584857-48584871	15	70.2500	0.2877	0.2877	0.1154	0.0901
chr18:48586231-48586291:NM_005359	61	359.3586	1.5409	1.5409	0.2217	0.1692
chr18:48591788-48591981:NM_005359	194	365.2236	1.5885	1.5885	0.2304	0.1800
chr18:48593384-48593562:NM_005359	179	280.8028	1.1224	1.1224	0.0789	0.0554
chr18:48603003-48603151:NM_005359	149	453.3320	2.0547	2.0547	0.5123	0.4371
chr18:48604621-48604842:NM_005359	222	354.4280	1.5016	1.5016	0.2317	0.1893
chr19:1206908-1207207:NM_000455	300	341.4167	1.2940	1.2940	0.0610	0.0488
chr19:1218411-1218504:NM_000455	94	318.3714	1.3077	1.3077	0.2166	0.1514
chr19:1219318-1219417:NM_000455	100	241.8942	0.9217	0.9217	0.0880	0.0654
chr19:1220367-1220509:NM_000455	143	343.9374	1.3977	1.3977	0.1430	0.1173
chr19:1220575-1220721:NM_000455	147	344.0930	1.2939	1.2939	0.1147	0.0886
chr19:1221207-1221344:NM_000455	138	159.8441	0.6083	0.6083	0.0678	0.0599
chr19:1221943-1222010:NM_000455	68	297.3947	1.1330	1.1330	0.1385	0.1048
chr19:1222979-1223176:NM_000455	198	296.4129	1.0768	1.0768	0.0561	0.0412
chr19:1226448-1226651:NM_000455	204	413.9663	1.6091	1.6091	0.2449	0.2192
chr19:3094645-3094790:NM_002067	146	227.2508	1.0134	1.0134	0.3976	0.2634
chr19:3110142-3110336:NM_002067	195	415.1715	1.5972	1.5972	0.1991	0.1530
chr19:3113323-3113487:NM_002067	165	254.5660	1.0581	1.0581	0.1552	0.1104
chr19:3114937-3115075:NM_002067	139	226.1678	0.8645	0.8645	0.0610	0.0467
chr19:3118917-3119056:NM_002067	140	192.7492	0.7240	0.7240	0.0753	0.0601
chr19:3119199-3119362:NM_002067	164	158.1310	0.6073	0.6073	0.1330	0.0868
chr19:3120982-3121182:NM_002067	201	251.4643	0.9608	0.9608	0.0806	0.0571
chr19:41512841-41512841:rs3745274	1	200.7308	0.7620	0.7620	0.0741	0.0482
chr19:44055726-44055726:rs25487	1	296.5600	1.1073	1.1073	0.1433	0.0987
chr19:45912736-45912736:rs3212986	1	328.9091	1.1494	1.1494	0.0374	0.0301
chr19:45923653-45923653:rs11615	1	286.2051	1.1202	1.1202	0.0719	0.0617
chr19:50902104-50902315:NM_002691	212	333.5464	1.1538	1.1538	0.0712	0.0576
chr19:50902623-50902746:NM_002691	124	176.3289	0.6527	0.6527	0.0794	0.0684
chr19:50905030-50905186:NM_002691	157	249.0487	0.8802	0.8802	0.0510	0.0342
chr19:50905251-50905386:NM_002691	136	304.0465	1.1924	1.1924	0.1763	0.1103
chr19:50905457-50905635:NM_002691	179	280.4669	0.9428	0.9428	0.0377	0.0317
chr19:50905706-50905797:NM_002691	92	234.1639	0.8381	0.8381	0.0689	0.0525
chr19:50905864-50906003:NM_002691	140	260.3670	0.9938	0.9938	0.0740	0.0658
chr19:50906305-50906481:NM_002691	177	307.0979	0.9673	0.9673	0.0359	0.0267
chr19:50906745-50906859:NM_002691	115	192.2274	0.7268	0.7268	0.0881	0.0685
chr19:50909434-50909584:NM_002691	151	320.2145	1.2310	1.2310	0.1166	0.0964
chr19:50909659-50909779:NM_002691	121	302.0849	1.1796	1.1796	0.1459	0.1348
chr19:50910235-50910436:NM_002691	202	265.8192	0.9790	0.9790	0.0768	0.0610
chr19:50910579-50910677:NM_002691	99	334.8878	1.1739	1.1739	0.1075	0.0975
chr19:50912037-50912163:NM_002691	127	125.6696	0.4768	0.4768	0.0992	0.0762
chr19:50912374-50912497:NM_002691	124	107.1825	0.4610	0.4610	0.0743	0.0568
chr19:50912771-50912928:NM_002691	158	299.4870	1.2140	1.2140	0.1584	0.1379
chr19:50916678-50916783:NM_002691	106	93.0728	0.3884	0.3884	0.1035	0.0699
chr19:50916994-50917141:NM_002691	148	343.4279	1.1254	1.1254	0.0533	0.0431
chr19:50918067-50918252:NM_002691	186	176.1144	0.7409	0.7409	0.0516	0.0395
chr19:50918690-50918852:NM_002691	163	277.2665	1.0176	1.0176	0.0673	0.0451
chr19:50918976-50919088:NM_002691	113	190.5425	0.7152	0.7152	0.0608	0.0526
chr19:50919648-50919790:NM_002691	143	305.9657	1.3579	1.3579	0.3303	0.2475
chr19:50919862-50919985:NM_002691	124	317.4262	1.0940	1.0940	0.0837	0.0520
chr19:50920297-50920359:NM_002691	63	253.6211	0.8629	0.8629	0.0446	0.0362
chr19:50920424-50920531:NM_002691	108	309.5957	1.1637	1.1637	0.0973	0.0771
chr19:50921094-50921209:NM_002691	116	212.1233	0.8075	0.8075	0.1666	0.0846
chr21:37518706-37518706:rs1056892	1	325.2545	1.2907	1.2907	0.1254	0.0994
chr22:19951271-19951271:rs4680	1	322.1053	1.2338	1.2338	0.0736	0.0489
chr22:42524947-42524947:rs3892097	1	58.1930	0.2168	0.2168	0.0727	0.0555
chr22:44324727-44324727:rs738409	1	190.8868	0.6902	0.6902	0.0867	0.0635
