bin_info	binsize	mean_coverage	normalized_coverage	baseline_mean	baseline_std	baseline_mad
chr12:6690446-6690565:CHD4	120	442.0563	0.8823	0.8823	0.0435	0.0386
chr12:6690778-6691017:CHD4	240	528.0396	1.0431	1.0431	0.0454	0.0330
chr12:6691256-6691495:CHD4	240	549.8436	1.0968	1.0968	0.0346	0.0256
chr12:6691728-6691967:CHD4	240	613.1931	1.2165	1.2165	0.0297	0.0206
chr12:6691999-6692118:CHD4	120	526.2021	1.0474	1.0474	0.0439	0.0305
chr12:6692176-6692295:CHD4	120	507.1733	1.0094	1.0094	0.0483	0.0367
chr12:6692335-6692574:CHD4	240	511.1957	1.0148	1.0148	0.0393	0.0328
chr12:6696518-6696757:CHD4	240	406.0636	0.8117	0.8117	0.0482	0.0350
chr12:6696877-6697116:CHD4	240	491.1349	0.9603	0.9603	0.0364	0.0215
chr12:6697407-6697646:CHD4	240	475.2010	0.9384	0.9384	0.0415	0.0394
chr12:6700631-6700750:CHD4	120	418.0748	0.8356	0.8356	0.0357	0.0298
chr12:6700806-6701272:CHD4	467	564.6758	1.1335	1.1335	0.0284	0.0233
chr12:6701518-6701757:CHD4	240	578.4984	1.1343	1.1343	0.0477	0.0387
chr12:6701803-6702042:CHD4	240	528.2164	1.0491	1.0491	0.0463	0.0345
chr12:6702206-6702445:CHD4	240	431.2913	0.8607	0.8607	0.0437	0.0281
chr12:6702563-6702802:CHD4	240	427.5848	0.8596	0.8596	0.0391	0.0272
chr12:6703601-6703840:CHD4	240	436.0126	0.8639	0.8639	0.0311	0.0232
chr12:6704488-6704607:CHD4	120	456.3898	0.9046	0.9046	0.0601	0.0424
chr12:6705124-6705362:CHD4	239	564.3455	1.1145	1.1145	0.0418	0.0278
chr12:6707043-6707282:CHD4	240	554.6985	1.1038	1.1038	0.0448	0.0295
chr12:6707370-6707609:CHD4	240	530.6404	1.0501	1.0501	0.0315	0.0254
chr12:6708879-6709238:CHD4	360	522.5379	1.0372	1.0372	0.0631	0.0499
chr12:6709352-6709591:CHD4	240	412.0518	0.8171	0.8171	0.0429	0.0319
chr12:6709648-6709887:CHD4	240	505.5051	0.9805	0.9805	0.0268	0.0154
chr12:6710036-6710275:CHD4	240	498.2457	0.9914	0.9914	0.0387	0.0315
chr12:6710396-6710755:CHD4	360	435.3398	0.8719	0.8719	0.0233	0.0158
chr12:6710813-6710932:CHD4	120	332.4087	0.6660	0.6660	0.0242	0.0182
chr12:6711114-6711353:CHD4	240	480.7993	0.9532	0.9532	0.0440	0.0328
chr12:6711483-6711722:CHD4	240	531.0833	1.0340	1.0340	0.0485	0.0408
chr12:6715430-6715549:CHD4	120	373.5508	0.7290	0.7290	0.0419	0.0311
chr12:11803018-11803137:ETV6	120	283.0493	0.5501	0.5501	0.0552	0.0368
chr12:11905329-11905568:ETV6	240	568.2313	1.1224	1.1224	0.0377	0.0268
chr12:11992036-11992275:ETV6	240	673.0807	1.2801	1.2801	0.0285	0.0232
chr12:12006309-12006548:ETV6	240	595.0926	1.1838	1.1838	0.0499	0.0368
chr12:12022331-12024200:ETV6,ETV6.intron.5	1870	786.8095	1.4505	1.4505	0.0306	0.0241
chr12:12024381-12025460:ETV6.intron.5	1080	799.9753	1.4460	1.4460	0.0216	0.0164
chr12:12025701-12027080:ETV6.intron.5	1380	517.6554	1.0241	1.0241	0.2635	0.2455
chr12:12027321-12027800:ETV6.intron.5	480	62.2131	0.1141	0.1141	0.0187	0.0144
chr12:12027981-12033920:ETV6.intron.5	5940	918.6846	1.7099	1.7099	0.0284	0.0216
chr12:12034041-12036260:ETV6.intron.5	2220	892.0895	1.6179	1.6179	0.0171	0.0148
chr12:12036501-12038969:ETV6,ETV6.intron.5,ETV6.intron.6	2469	993.8933	1.8178	1.8178	0.0368	0.0253
chr12:12043868-12043987:ETV6	120	460.7186	0.9040	0.9040	0.0365	0.0264
chr12:12870772-12871251:CDKN1B	480	643.5541	1.2577	1.2577	0.0304	0.0240
chr12:12871700-12871939:CDKN1B	240	611.5707	1.2242	1.2242	0.0538	0.0439
chr12:15475639-15475758:PTPRO	120	298.7144	0.5919	0.5919	0.0296	0.0244
chr12:15636865-15637224:PTPRO	360	522.6507	1.0306	1.0306	0.0320	0.0280
chr12:15650139-15650378:PTPRO	240	424.8465	0.8484	0.8484	0.0496	0.0332
chr12:15652332-15652571:PTPRO	240	413.1820	0.8140	0.8140	0.0472	0.0388
chr12:15654536-15655015:PTPRO	480	575.6367	1.1030	1.1030	0.0261	0.0230
chr12:15656803-15657042:PTPRO	240	526.4742	1.0450	1.0450	0.0376	0.0313
chr12:15661483-15661722:PTPRO	240	551.0879	1.0760	1.0760	0.0366	0.0304
chr12:15668372-15668611:PTPRO	240	513.3545	1.0143	1.0143	0.0455	0.0300
chr12:15669674-15669913:PTPRO	240	389.9902	0.7647	0.7647	0.0350	0.0304
chr12:15673131-15673250:PTPRO	120	221.0814	0.4017	0.4017	0.0268	0.0239
chr12:15677704-15677943:PTPRO	240	371.7293	0.7200	0.7200	0.0291	0.0220
chr12:15679016-15679255:PTPRO	240	479.1441	0.9330	0.9330	0.0299	0.0231
chr12:15699220-15699699:PTPRO	480	630.4546	1.2340	1.2340	0.0569	0.0440
chr12:15701975-15702214:PTPRO	240	320.1945	0.6232	0.6232	0.0332	0.0299
chr12:15704425-15704664:PTPRO	240	498.4163	0.9878	0.9878	0.0583	0.0428
chr12:15710363-15710482:PTPRO	120	357.4203	0.7034	0.7034	0.0320	0.0235
chr12:15713109-15713228:PTPRO	120	269.5310	0.5185	0.5185	0.0703	0.0674
chr12:15718485-15718604:PTPRO	120	272.7973	0.5296	0.5296	0.0611	0.0447
chr12:15722332-15722451:PTPRO	120	403.2620	0.8055	0.8055	0.0598	0.0383
chr12:15731773-15731892:PTPRO	120	375.6987	0.7364	0.7364	0.0423	0.0280
chr12:15732951-15733070:PTPRO	120	243.9924	0.4355	0.4355	0.0256	0.0160
chr12:15733579-15733818:PTPRO	240	543.2986	1.0702	1.0702	0.0644	0.0543
chr12:15734555-15734794:PTPRO	240	467.3540	0.9309	0.9309	0.0489	0.0348
chr12:15739789-15740028:PTPRO	240	469.3526	0.9206	0.9206	0.0433	0.0304
chr12:15742337-15742576:PTPRO	240	419.5995	0.8254	0.8254	0.0333	0.0233
chr12:15747863-15747982:PTPRO	120	213.3654	0.3847	0.3847	0.0202	0.0154
chr12:18434995-18435714:PIK3C2G	720	680.4132	1.2853	1.2853	0.0394	0.0294
chr12:18439763-18439882:PIK3C2G	120	304.1621	0.6153	0.6153	0.0502	0.0408
chr12:18443748-18443987:PIK3C2G	240	470.4719	0.9319	0.9319	0.0461	0.0346
chr12:18446833-18446952:PIK3C2G	120	362.0432	0.7213	0.7213	0.0654	0.0501
chr12:18466888-18467007:PIK3C2G	120	466.1189	0.9294	0.9294	0.0836	0.0566
chr12:18473872-18473991:PIK3C2G	120	363.6219	0.7159	0.7159	0.0422	0.0375
chr12:18477941-18478060:PIK3C2G	120	321.6562	0.6474	0.6474	0.0493	0.0396
chr12:18491302-18491541:PIK3C2G	240	376.9885	0.7404	0.7404	0.0310	0.0278
chr12:18496218-18496337:PIK3C2G	120	377.6596	0.7599	0.7599	0.0988	0.0852
chr12:18499553-18499792:PIK3C2G	240	470.5942	0.9377	0.9377	0.0695	0.0550
chr12:18515640-18515879:PIK3C2G	240	615.4656	1.2127	1.2127	0.0802	0.0731
chr12:18524060-18524299:PIK3C2G	240	610.0343	1.2119	1.2119	0.0708	0.0476
chr12:18534698-18534817:PIK3C2G	120	264.5309	0.5024	0.5024	0.0597	0.0525
chr12:18544002-18544241:PIK3C2G	240	493.9191	0.9841	0.9841	0.0705	0.0619
chr12:18552567-18552806:PIK3C2G	240	569.5385	1.1329	1.1329	0.0757	0.0531
chr12:18573862-18573981:PIK3C2G	120	375.9493	0.7291	0.7291	0.0302	0.0232
chr12:18576867-18576986:PIK3C2G	120	367.4773	0.7294	0.7294	0.0415	0.0307
chr12:18641353-18641592:PIK3C2G	240	490.2106	0.9673	0.9673	0.0563	0.0418
chr12:18644379-18644498:PIK3C2G	120	367.4854	0.7229	0.7229	0.0418	0.0299
chr12:18648982-18649101:PIK3C2G	120	394.0257	0.7866	0.7866	0.0499	0.0461
chr12:18650498-18650737:PIK3C2G	240	532.0531	1.0582	1.0582	0.0532	0.0414
chr12:18656163-18656402:PIK3C2G	240	641.8343	1.2567	1.2567	0.0368	0.0317
chr12:18658191-18658430:PIK3C2G	240	848.1209	1.5600	1.5600	0.0833	0.0607
chr12:18691048-18691287:PIK3C2G	240	645.4109	1.2467	1.2467	0.0491	0.0375
chr12:18699252-18699371:PIK3C2G	120	444.5173	0.8628	0.8628	0.0343	0.0250
chr12:18715612-18715851:PIK3C2G	240	501.7985	1.0012	1.0012	0.0732	0.0587
chr12:18716252-18716491:PIK3C2G	240	585.9866	1.1482	1.1482	0.0411	0.0283
chr12:18719877-18719996:PIK3C2G	120	390.2459	0.7776	0.7776	0.0500	0.0355
chr12:18747406-18747525:PIK3C2G	120	404.0679	0.8004	0.8004	0.0388	0.0294
chr12:18762457-18762576:PIK3C2G	120	366.0272	0.7218	0.7218	0.0386	0.0309
chr12:18793306-18793545:PIK3C2G	240	587.8103	1.1570	1.1570	0.0695	0.0592
chr12:18800766-18801005:PIK3C2G	240	431.2127	0.8381	0.8381	0.0449	0.0375
chr12:21623085-21623324:RECQL	240	510.5476	1.0164	1.0164	0.1697	0.1421
chr12:21623848-21624087:RECQL	240	414.8592	0.8229	0.8229	0.0522	0.0370
chr12:21624352-21624591:RECQL	240	454.4598	0.8943	0.8943	0.0429	0.0310
chr12:21626471-21626590:RECQL	120	471.7809	0.9230	0.9230	0.0556	0.0349
chr12:21627724-21627963:RECQL	240	460.2745	0.8923	0.8923	0.0276	0.0185
chr12:21628401-21628520:RECQL	120	465.1185	0.9119	0.9119	0.0405	0.0294
chr12:21628565-21628804:RECQL	240	451.7511	0.9075	0.9075	0.0220	0.0171
chr12:21629826-21629945:RECQL	120	379.5313	0.7468	0.7468	0.0487	0.0340
chr12:21630700-21630939:RECQL	240	612.3210	1.2110	1.2110	0.0913	0.0751
chr12:21636289-21636528:RECQL	240	588.6824	1.1634	1.1634	0.0776	0.0641
chr12:21639406-21639525:RECQL	120	319.2417	0.6344	0.6344	0.0586	0.0471
chr12:21643103-21643342:RECQL	240	449.0779	0.8953	0.8953	0.0740	0.0497
chr12:21644432-21644671:RECQL	240	578.9793	1.1387	1.1387	0.0441	0.0358
chr12:21652437-21652556:RECQL	120	392.4688	0.7855	0.7855	0.1002	0.0766
chr12:25362406-25362885:KRAS	480	526.1628	1.0343	1.0343	0.0457	0.0324
chr12:25368049-25368528:KRAS	480	464.3476	0.9145	0.9145	0.0576	0.0433
chr12:25378508-25378747:KRAS	240	521.0131	1.0339	1.0339	0.0601	0.0415
chr12:25380138-25380377:KRAS	240	445.9564	0.8773	0.8773	0.0450	0.0421
chr12:25398149-25398388:KRAS	240	476.6827	0.9496	0.9496	0.0356	0.0299
chr12:31944657-31945136:H3F3C	480	559.9960	1.1206	1.1206	0.0284	0.0221
chr12:46123606-46123725:ARID2	120	339.5532	0.6717	0.6717	0.0472	0.0428
chr12:46123814-46123933:ARID2	120	339.6677	0.6658	0.6658	0.0343	0.0246
chr12:46124989-46125108:ARID2	120	424.5049	0.8399	0.8399	0.0464	0.0313
chr12:46205148-46205387:ARID2	240	504.1872	0.9771	0.9771	0.0198	0.0164
chr12:46211443-46211682:ARID2	240	452.9369	0.8987	0.8987	0.0489	0.0340
chr12:46215182-46215301:ARID2	120	273.4915	0.5304	0.5304	0.0713	0.0531
chr12:46230346-46230465:ARID2	120	522.8521	1.0370	1.0370	0.0735	0.0535
chr12:46230470-46230829:ARID2	360	644.4129	1.2580	1.2580	0.0424	0.0318
chr12:46231092-46231211:ARID2	120	441.2293	0.8746	0.8746	0.0759	0.0589
chr12:46231266-46231505:ARID2	240	577.4192	1.1163	1.1163	0.0434	0.0330
chr12:46233076-46233315:ARID2	240	553.2170	1.0879	1.0879	0.0457	0.0391
chr12:46240620-46240739:ARID2	120	403.5354	0.7811	0.7811	0.0322	0.0295
chr12:46242567-46242806:ARID2	240	623.7554	1.2191	1.2191	0.0607	0.0444
chr12:46243341-46243580:ARID2	240	468.4043	0.9067	0.9067	0.0387	0.0237
chr12:46243762-46244960:ARID2	1199	683.3097	1.2602	1.2602	0.0200	0.0100
chr12:46244991-46246790:ARID2	1800	684.1298	1.2745	1.2745	0.0336	0.0309
chr12:46254538-46254777:ARID2	240	526.3450	1.0516	1.0516	0.0837	0.0609
chr12:46285513-46285752:ARID2	240	577.4044	1.1440	1.1440	0.0886	0.0639
chr12:46285777-46285896:ARID2	120	498.7955	0.9825	0.9825	0.0387	0.0328
chr12:46287145-46287384:ARID2	240	621.2232	1.2033	1.2033	0.0488	0.0348
chr12:46287399-46287518:ARID2	120	504.0795	0.9851	0.9851	0.0345	0.0260
chr12:46298669-46298908:ARID2	240	644.4146	1.2530	1.2530	0.0514	0.0425
chr12:49415550-49415669:KMT2D	120	378.9945	0.7487	0.7487	0.0281	0.0201
chr12:49415821-49415940:KMT2D	120	394.0451	0.7778	0.7778	0.0409	0.0309
chr12:49416040-49416159:KMT2D	120	330.5469	0.6442	0.6442	0.0203	0.0136
chr12:49416336-49416695:KMT2D	360	528.5144	1.0663	1.0663	0.0372	0.0321
chr12:49418306-49418781:KMT2D	476	534.0503	1.0623	1.0623	0.0438	0.0351
chr12:49419936-49421135:KMT2D	1200	558.9128	1.1102	1.1102	0.0516	0.0441
chr12:49421530-49421978:KMT2D	449	492.0340	0.9800	0.9800	0.0531	0.0388
chr12:49422556-49422795:KMT2D	240	612.4036	1.2058	1.2058	0.0426	0.0324
chr12:49422812-49423051:KMT2D	240	553.2503	1.1258	1.1258	0.0460	0.0384
chr12:49423162-49423281:KMT2D	120	313.8087	0.6230	0.6230	0.0363	0.0314
chr12:49424023-49424262:KMT2D	240	257.8201	0.4888	0.4888	0.0605	0.0517
chr12:49424348-49424587:KMT2D	240	518.1540	1.0301	1.0301	0.0551	0.0416
chr12:49424627-49425811:KMT2D	1185	513.7974	1.0168	1.0168	0.0514	0.0332
chr12:49425820-49427271:KMT2D	1452	697.8465	1.3029	1.3029	0.0388	0.0293
chr12:49427311-49427669:KMT2D	359	633.0556	1.2290	1.2290	0.0434	0.0283
chr12:49427675-49427793:KMT2D	119	645.3508	1.2496	1.2496	0.0286	0.0266
chr12:49427847-49428086:KMT2D	240	432.3678	0.8585	0.8585	0.0438	0.0336
chr12:49428166-49428285:KMT2D	120	325.7642	0.6434	0.6434	0.0530	0.0413
chr12:49428348-49428467:KMT2D	120	285.6614	0.5692	0.5692	0.0589	0.0452
chr12:49428537-49428776:KMT2D	240	438.1436	0.8486	0.8486	0.0374	0.0248
chr12:49430832-49431311:KMT2D	480	677.5621	1.2756	1.2756	0.0356	0.0287
chr12:49431363-49432681:KMT2D	1319	536.1830	1.0581	1.0581	0.0523	0.0392
chr12:49432688-49432806:KMT2D	119	458.9976	0.9064	0.9064	0.0551	0.0454
chr12:49432954-49433428:KMT2D	475	613.9310	1.1888	1.1888	0.0437	0.0371
chr12:49433453-49435372:KMT2D	1920	543.2134	1.0752	1.0752	0.0597	0.0391
chr12:49435403-49435522:KMT2D	120	341.8121	0.6748	0.6748	0.0387	0.0239
chr12:49435677-49435796:KMT2D	120	357.9519	0.7063	0.7063	0.0544	0.0394
chr12:49435813-49436172:KMT2D	360	425.4478	0.8382	0.8382	0.0640	0.0529
chr12:49436327-49436446:KMT2D	120	314.2469	0.6271	0.6271	0.0497	0.0377
chr12:49436473-49436712:KMT2D	240	405.2224	0.8184	0.8184	0.0468	0.0398
chr12:49436854-49436973:KMT2D	120	308.5093	0.6148	0.6148	0.0475	0.0399
chr12:49437119-49437238:KMT2D	120	253.5745	0.4745	0.4745	0.0575	0.0428
chr12:49437372-49437835:KMT2D	464	467.0208	0.9237	0.9237	0.0271	0.0215
chr12:49437976-49438095:KMT2D	120	314.4876	0.6211	0.6211	0.0361	0.0286
chr12:49438126-49438365:KMT2D	240	373.0926	0.7292	0.7292	0.0388	0.0305
chr12:49438518-49438757:KMT2D	240	369.3903	0.7266	0.7266	0.0318	0.0277
chr12:49439680-49439798:KMT2D	119	456.6204	0.9094	0.9094	0.0459	0.0394
chr12:49439843-49439962:KMT2D	120	307.2759	0.6157	0.6157	0.0473	0.0426
chr12:49440006-49440245:KMT2D	240	335.6138	0.6712	0.6712	0.0455	0.0390
chr12:49440363-49440602:KMT2D	240	305.8302	0.6065	0.6065	0.0437	0.0298
chr12:49441741-49441860:KMT2D	120	258.4035	0.4944	0.4944	0.0439	0.0365
chr12:49442437-49442556:KMT2D	120	285.1422	0.5584	0.5584	0.0618	0.0441
chr12:49442885-49443004:KMT2D	120	321.9323	0.6435	0.6435	0.0273	0.0228
chr12:49443420-49444619:KMT2D	1200	425.4439	0.8455	0.8455	0.0602	0.0474
chr12:49444658-49446217:KMT2D	1560	416.7430	0.8291	0.8291	0.0664	0.0585
chr12:49446300-49446539:KMT2D	240	413.4530	0.8195	0.8195	0.0644	0.0484
chr12:49446657-49446896:KMT2D	240	359.2976	0.7121	0.7121	0.0426	0.0319
chr12:49446987-49447106:KMT2D	120	295.4871	0.5925	0.5925	0.0333	0.0270
chr12:49447222-49447461:KMT2D	240	383.7139	0.7600	0.7600	0.0479	0.0314
chr12:49447722-49447961:KMT2D	240	381.5060	0.7578	0.7578	0.0444	0.0369
chr12:49448085-49448204:KMT2D	120	301.6734	0.6010	0.6010	0.0420	0.0295
chr12:49448303-49448542:KMT2D	240	398.6668	0.7954	0.7954	0.0401	0.0247
chr12:49448626-49448865:KMT2D	240	370.2560	0.7321	0.7321	0.0546	0.0397
chr12:49449024-49449143:KMT2D	120	264.5046	0.5103	0.5103	0.0586	0.0462
chr12:50478742-50479069:SMARCD1	328	448.9071	0.8893	0.8893	0.0447	0.0343
chr12:50479085-50479444:SMARCD1	360	265.0382	0.5094	0.5094	0.0596	0.0473
chr12:50479918-50480157:SMARCD1	240	304.2839	0.6061	0.6061	0.0334	0.0245
chr12:50480366-50480720:SMARCD1	355	546.2170	1.0810	1.0810	0.0435	0.0280
chr12:50481088-50481327:SMARCD1	240	650.2411	1.2567	1.2567	0.0346	0.0315
chr12:50482302-50482421:SMARCD1	120	291.2069	0.5773	0.5773	0.0250	0.0198
chr12:50483658-50483777:SMARCD1	120	214.7673	0.3902	0.3902	0.0257	0.0201
chr12:50483985-50484224:SMARCD1	240	419.7401	0.8318	0.8318	0.0408	0.0395
chr12:50484265-50484384:SMARCD1	120	375.9078	0.7375	0.7375	0.0409	0.0305
chr12:50488168-50488407:SMARCD1	240	447.7376	0.8942	0.8942	0.0366	0.0299
chr12:50490575-50490814:SMARCD1	240	438.8007	0.8723	0.8723	0.0529	0.0391
chr12:50492488-50492607:SMARCD1	120	302.3516	0.6011	0.6011	0.0386	0.0283
chr12:50492697-50492816:SMARCD1	120	337.0875	0.6699	0.6699	0.0295	0.0220
chr12:52345514-52345633:ACVR1B	120	210.5705	0.3855	0.3855	0.0263	0.0199
chr12:52347104-52347343:ACVR1B	240	434.4578	0.8556	0.8556	0.0299	0.0232
chr12:52368989-52369348:ACVR1B	360	471.3725	0.9333	0.9333	0.0426	0.0366
chr12:52370055-52370414:ACVR1B	360	460.1478	0.9092	0.9092	0.0367	0.0314
chr12:52374749-52374988:ACVR1B	240	436.4825	0.8753	0.8753	0.0349	0.0333
chr12:52376412-52376651:ACVR1B	240	501.8765	1.0039	1.0039	0.0192	0.0135
chr12:52377747-52377986:ACVR1B	240	395.5537	0.7858	0.7858	0.0294	0.0188
chr12:52378934-52379173:ACVR1B	240	467.6481	0.9239	0.9239	0.0437	0.0346
chr12:52380544-52380783:ACVR1B	240	502.9443	0.9966	0.9966	0.0332	0.0279
chr12:52385593-52385832:ACVR1B	240	437.3856	0.8843	0.8843	0.0313	0.0237
chr12:52387712-52387951:ACVR1B	240	402.9801	0.7932	0.7932	0.0431	0.0305
chr12:56474066-56474185:ERBB3	120	353.7106	0.6938	0.6938	0.0199	0.0140
chr12:56477491-56477730:ERBB3	240	450.9584	0.8869	0.8869	0.0370	0.0301
chr12:56478670-56479268:ERBB3	599	567.0384	1.1203	1.1203	0.0352	0.0271
chr12:56480258-56480497:ERBB3	240	542.4511	1.0791	1.0791	0.0474	0.0311
chr12:56481334-56481453:ERBB3	120	376.6403	0.7516	0.7516	0.0336	0.0258
chr12:56481579-56481698:ERBB3	120	411.8654	0.8084	0.8084	0.0480	0.0367
chr12:56481756-56481995:ERBB3	240	479.2286	0.9395	0.9395	0.0414	0.0357
chr12:56482324-56482443:ERBB3	120	516.5271	1.0234	1.0234	0.0487	0.0388
chr12:56482472-56482711:ERBB3	240	668.0464	1.2692	1.2692	0.0315	0.0260
chr12:56486508-56486627:ERBB3	120	296.6453	0.5869	0.5869	0.0307	0.0249
chr12:56486756-56486875:ERBB3	120	376.2704	0.7488	0.7488	0.0211	0.0156
chr12:56487112-56487351:ERBB3	240	491.7150	0.9741	0.9741	0.0436	0.0391
chr12:56487494-56487733:ERBB3	240	522.7272	1.0400	1.0400	0.0313	0.0278
chr12:56487869-56487988:ERBB3	120	365.1633	0.7274	0.7274	0.0352	0.0314
chr12:56488144-56488383:ERBB3	240	463.5464	0.9209	0.9209	0.0521	0.0381
chr12:56489008-56489127:ERBB3	120	344.6575	0.6845	0.6845	0.0285	0.0201
chr12:56489400-56489639:ERBB3	240	534.6352	1.0640	1.0640	0.0460	0.0370
chr12:56490227-56490466:ERBB3	240	641.6235	1.2546	1.2546	0.0345	0.0267
chr12:56490522-56490641:ERBB3	120	455.7978	0.8928	0.8928	0.0349	0.0327
chr12:56490802-56491041:ERBB3	240	537.8231	1.0685	1.0685	0.0449	0.0357
chr12:56491527-56491766:ERBB3	240	584.2538	1.1582	1.1582	0.0574	0.0415
chr12:56492262-56492381:ERBB3	120	326.4025	0.6495	0.6495	0.0310	0.0257
chr12:56492497-56492736:ERBB3	240	415.8652	0.8246	0.8246	0.0247	0.0161
chr12:56493421-56493540:ERBB3	120	438.5879	0.8654	0.8654	0.0386	0.0335
chr12:56493598-56493837:ERBB3	240	493.4350	0.9968	0.9968	0.0393	0.0290
chr12:56493934-56494053:ERBB3	120	409.0923	0.8104	0.8104	0.0288	0.0252
chr12:56494815-56495174:ERBB3	360	456.1996	0.9074	0.9074	0.0379	0.0274
chr12:56495277-56495876:ERBB3	600	597.3288	1.1823	1.1823	0.0433	0.0323
chr12:57857465-57857584:GLI1	120	292.0114	0.5748	0.5748	0.0215	0.0189
chr12:57857768-57857887:GLI1	120	417.0376	0.8297	0.8297	0.0570	0.0487
chr12:57858434-57858673:GLI1	240	502.7872	0.9913	0.9913	0.0552	0.0362
chr12:57858846-57859085:GLI1	240	445.0073	0.8831	0.8831	0.0282	0.0231
chr12:57859375-57859494:GLI1	120	352.3601	0.7106	0.7106	0.0333	0.0295
chr12:57859520-57859759:GLI1	240	439.4771	0.8664	0.8664	0.0524	0.0426
chr12:57859978-57860217:GLI1	240	460.3417	0.9129	0.9129	0.0248	0.0177
chr12:57861078-57861317:GLI1	240	459.4419	0.9121	0.9121	0.0388	0.0291
chr12:57861773-57862012:GLI1	240	421.1024	0.8386	0.8386	0.0453	0.0320
chr12:57863168-57863527:GLI1	360	491.8222	0.9676	0.9676	0.0221	0.0159
chr12:57864072-57865871:GLI1	1800	566.7787	1.1258	1.1258	0.0595	0.0455
chr12:58142294-58142413:CDK4	120	343.1140	0.6721	0.6721	0.0298	0.0286
chr12:58142913-58143152:CDK4	240	453.6799	0.9041	0.9041	0.0427	0.0381
chr12:58143202-58143321:CDK4	120	552.6376	1.0946	1.0946	0.0525	0.0388
chr12:58144434-58144553:CDK4	120	370.9098	0.7357	0.7357	0.0632	0.0440
chr12:58144670-58144909:CDK4	240	681.8205	1.2846	1.2846	0.0322	0.0233
chr12:58144938-58145177:CDK4	240	639.0322	1.2469	1.2469	0.0412	0.0367
chr12:58145282-58145521:CDK4	240	438.9737	0.8673	0.8673	0.0408	0.0284
chr12:69202205-69202324:MDM2	120	314.2324	0.6244	0.6244	0.0306	0.0265
chr12:69202678-69202917:MDM2	240	655.9143	1.2777	1.2777	0.0214	0.0155
chr12:69202970-69203089:MDM2	120	409.2201	0.8097	0.8097	0.0453	0.0360
chr12:69207312-69207431:MDM2	120	348.5530	0.6958	0.6958	0.0399	0.0351
chr12:69210539-69210778:MDM2	240	432.8132	0.8550	0.8550	0.0433	0.0286
chr12:69214070-69214189:MDM2	120	175.2639	0.3224	0.3224	0.0199	0.0147
chr12:69218117-69218236:MDM2	120	342.9949	0.6788	0.6788	0.0395	0.0232
chr12:69218323-69218442:MDM2	120	345.6229	0.6835	0.6835	0.0492	0.0324
chr12:69222511-69222750:MDM2	240	542.3828	1.0976	1.0976	0.0602	0.0379
chr12:69229567-69229806:MDM2	240	430.0457	0.8606	0.8606	0.0574	0.0438
chr12:69230431-69230550:MDM2	120	237.1965	0.4290	0.4290	0.0172	0.0129
chr12:69233042-69233641:MDM2	600	747.8037	1.3529	1.3529	0.0442	0.0360
chr12:69962784-69962903:FRS2	120	327.7008	0.6476	0.6476	0.0481	0.0354
chr12:69964085-69964324:FRS2	240	520.9610	1.0233	1.0233	0.0526	0.0403
chr12:69965016-69965255:FRS2	240	444.3329	0.8800	0.8800	0.0446	0.0343
chr12:69965860-69966099:FRS2	240	533.2681	1.0433	1.0433	0.0440	0.0324
chr12:69967781-69968740:FRS2	960	643.5683	1.2551	1.2551	0.0273	0.0211
chr12:92537800-92538279:BTG1	480	623.7767	1.2107	1.2107	0.0379	0.0234
chr12:92539093-92539332:BTG1	240	549.3012	1.0956	1.0956	0.0619	0.0503
chr12:102811225-102811344:IGF1	120	400.2313	0.7960	0.7960	0.0820	0.0638
chr12:102811347-102811825:IGF1	479	582.4300	1.1500	1.1500	0.0609	0.0449
chr12:102813258-102813497:IGF1	240	606.2078	1.2094	1.2094	0.0369	0.0294
chr12:102869380-102869619:IGF1	240	580.0261	1.1629	1.1629	0.0537	0.0355
chr12:102872228-102872467:IGF1	240	498.1398	0.9878	0.9878	0.0466	0.0356
chr12:102874058-102874417:IGF1	360	625.7110	1.2377	1.2377	0.0585	0.0394
chr12:111855896-111856735:SH2B3	840	555.2543	1.0702	1.0702	0.0489	0.0358
chr12:111872513-111872872:SH2B3	360	539.6609	1.0483	1.0483	0.0344	0.0326
chr12:111882483-111882722:SH2B3	240	455.2602	0.8956	0.8956	0.0486	0.0422
chr12:111884548-111884667:SH2B3	120	387.3792	0.7678	0.7678	0.0663	0.0478
chr12:111884732-111884851:SH2B3	120	443.0132	0.8792	0.8792	0.0712	0.0613
chr12:111884915-111885034:SH2B3	120	388.7506	0.7664	0.7664	0.0426	0.0321
chr12:111885122-111885361:SH2B3	240	440.7989	0.8671	0.8671	0.0422	0.0282
chr12:111885426-111885665:SH2B3	240	469.6466	0.9302	0.9302	0.0520	0.0390
chr12:111885767-111886126:SH2B3	360	575.0928	1.1393	1.1393	0.0509	0.0399
chr12:112856863-112856982:PTPN11	120	329.3373	0.6480	0.6480	0.0301	0.0240
chr12:112884022-112884261:PTPN11	240	615.3215	1.2236	1.2236	0.0622	0.0547
chr12:112888100-112888339:PTPN11	240	480.5630	0.9415	0.9415	0.0379	0.0276
chr12:112890975-112891214:PTPN11	240	559.2053	1.1099	1.1099	0.0537	0.0446
chr12:112892367-112892486:PTPN11	120	398.9085	0.7929	0.7929	0.0400	0.0276
chr12:112893751-112893870:PTPN11	120	214.8625	0.3919	0.3919	0.0261	0.0221
chr12:112910737-112910856:PTPN11	120	303.5884	0.6027	0.6027	0.0347	0.0276
